stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
"1500","","S JACKSON ST & 8TH AVE S","","47.5992546","-122.322327","21"
"1510","","S JACKSON ST & MAYNARD AVE S","","47.5992622","-122.325455","21"
"1530","","S JACKSON ST & 5TH AVE S","","47.5992661","-122.328384","21"
"1535","","S JACKSON ST & OCCIDENTAL AVE S","","47.5992699","-122.332436","21"
"1540","","JAMES ST & 5TH AVE","","47.603817","-122.329102","21"
"1550","","JAMES ST & 4TH AVE","","47.6030807","-122.330864","21"
"1560","","JAMES ST & 3RD AVE","","47.602932","-122.330826","21"
"1570","","JAMES ST & 5TH AVE","","47.6037865","-122.328789","21"
"1580","","MARION ST & 2ND AVE","","47.6045341","-122.334076","21"
"1590","","MARION ST & 4TH AVE","","47.6054611","-122.331863","21"
"1600","","6TH AVE & MARION ST","","47.6065712","-122.33017","21"
"1610","","PREFONTAINE PL S & YESLER WAY","","47.6017303","-122.330116","21"
"1619","","WESTLAKE AVE & VIRGINIA ST","","47.6148643","-122.33786","21"
"1630","","WESTLAKE AVE & OLIVE WAY","","47.6132812","-122.337547","21"
"1690","","3RD AVE & VINE ST","","47.6168709","-122.348297","21"
"1710","","TERRACE ST & 5TH AVE","","47.6021118","-122.328064","21"
"1888","","VASHON PASS FERRY & PIER 50","","47.6010742","-122.338943","1"
"1889","","VASHON PASS FERRY & PIER 50","","47.6012154","-122.338966","1"
"1890","","MARION ST & 1ST AVE","","47.6041451","-122.335022","21"
"1907","","WATER TAXI ROUTE & WATER TAXI ROUTE","","47.601181","-122.339012","21"
"1908","","WATER TAXI ROUTE & WATER TAXI ROUTE","","47.6010551","-122.338913","21"
"1920","","LENORA ST & 4TH AVE","","47.6139717","-122.341293","21"
"2010","","10TH AVE W & W FULTON ST","","47.6453514","-122.370277","21"
"2020","","10TH AVE W & W BOTHWELL ST","","47.643486","-122.370308","21"
"2030","","10TH AVE W & W HALLADAY ST","","47.6417923","-122.370171","21"
"2050","","10TH AVE W & W MCGRAW ST","","47.6394577","-122.370415","21"
"2060","","10TH AVE W & W CROCKETT ST","","47.6375885","-122.370438","21"
"2070","","10TH AVE W & W HOWE ST","","47.6357689","-122.370453","21"
"2080","","10TH AVE W & W BLAINE ST","","47.6345634","-122.370468","21"
"2090","","10TH AVE W & W GALER ST","","47.6323738","-122.370506","21"
"2100","","OLYMPIC WAY W & W LEE ST","","47.6310806","-122.370155","1"
"2110","","OLYMPIC WAY W & 9TH AVE W","","47.6294975","-122.368652","21"
"2120","","OLYMPIC WAY W & 7TH AVE W","","47.6276054","-122.366096","21"
"2130","","OLYMPIC WAY W & 5TH AVE W","","47.6266899","-122.36335","21"
"2140","","W OLYMPIC PL & 3RD AVE W","","47.6266594","-122.360306","21"
"2150","","W ROY ST & 2ND AVE W","","47.6256485","-122.358765","21"
"2180","","QUEEN ANNE AVE N & W HARRISON ST","","47.6218338","-122.356834","21"
"2199","","ELLIOT AVE & BROAD ST","","47.6153679","-122.354004","1"
"2200","","QUEEN ANNE AVE N & W JOHN ST","","47.6192131","-122.35685","21"
"2220","","3RD AVE & CEDAR ST","","47.6168709","-122.348625","21"
"2244","","DENNY WAY & 2ND AVE N","","47.6185226","-122.352188","1"
"2245","","DENNY WAY & 5TH AVE N","","47.6185036","-122.347878","21"
"2247","","DENNY WAY & 6TH AVE","","47.6184959","-122.345131","21"
"2250","","DENNY WAY & DEXTER AVE","","47.6184807","-122.342545","21"
"2255","","DENNY WAY & WESTLAKE AVE","","47.6184692","-122.338226","21"
"2261","","DENNY WAY & FAIRVIEW AVE N","","47.6184692","-122.333794","21"
"2262","","DENNY WAY & STEWART ST","","47.6184273","-122.330925","21"
"2265","","E DENNY WAY & E OLIVE WAY","","47.6184196","-122.325829","21"
"2275","","E DENNY WAY & BELLEVUE AVE E","","47.6185646","-122.326645","21"
"2280","","DENNY WAY & STEWART ST","","47.6185722","-122.331673","21"
"2285","","DENNY WAY & FAIRVIEW AVE N","","47.6186028","-122.334213","21"
"2291","","DENNY WAY & WESTLAKE AVE","","47.6186066","-122.33902","21"
"2295","","DENNY WAY & DEXTER AVE N","","47.6186142","-122.342163","21"
"2297","","DENNY WAY & 6TH AVE N","","47.6186295","-122.345291","21"
"2300","","DENNY WAY & 5TH AVE N","","47.6186409","-122.347847","21"
"2320","","1ST AVE & BROAD ST","","47.617218","-122.352859","21"
"2330","","1ST AVE N & DENNY WAY","","47.6189041","-122.355347","21"
"2360","","1ST AVE N & REPUBLICAN ST","","47.623188","-122.355316","21"
"2370","","MERCER ST & QUEEN ANNE AVE N","","47.624649","-122.356552","21"
"2390","","2ND AVE W & W ROY ST","","47.6258965","-122.359215","21"
"2400","","W OLYMPIC PL & 3RD AVE W","","47.6267929","-122.360535","21"
"2410","","W OLYMPIC PL & 5TH AVE W","","47.6268082","-122.363159","21"
"2420","","OLYMPIC WAY W & 7TH AVE W","","47.627861","-122.366356","21"
"2430","","OLYMPIC WAY W & W PROSPECT ST","","47.6290588","-122.367981","21"
"2440","","OLYMPIC WAY W & W LEE ST","","47.631279","-122.37011","21"
"2450","","10TH AVE W & W GALER ST","","47.6325035","-122.370308","21"
"2460","","10TH AVE W & W BLAINE ST","","47.6349564","-122.370262","21"
"2470","","10TH AVE W & W HOWE ST","","47.6361504","-122.370247","21"
"2480","","10TH AVE W & W CROCKETT ST","","47.6379738","-122.370224","21"
"2490","","10TH AVE W & W MCGRAW ST","","47.6397667","-122.370125","21"
"2500","","10TH AVE W & W HALLADAY ST","","47.6421928","-122.369965","21"
"2510","","10TH AVE W & W NEWELL ST","","47.644455","-122.370087","21"
"2520","","9TH AVE W & W ARMOUR ST","","47.6453171","-122.369278","21"
"2550","","7TH AVE W & W PLEASANT PL","","47.6427345","-122.366341","1"
"2570","","W MCGRAW ST & 6TH AVE W","","47.6395226","-122.365318","21"
"2580","","6TH AVE W & W CROCKETT ST","","47.6375656","-122.365089","21"
"2590","","6TH AVE W & W HOWE ST","","47.6360245","-122.365097","21"
"2600","","6TH AVE W & W BLAINE ST","","47.6345253","-122.365128","21"
"2610","","6TH AVE W & W GALER ST","","47.6324577","-122.365158","21"
"2620","","W GALER ST & 5TH AVE W","","47.6322632","-122.362793","21"
"2630","","W GALER ST & 2ND AVE W","","47.6322517","-122.358833","21"
"2640","","QUEEN ANNE AVE N & W GALER ST","","47.6318359","-122.356697","21"
"2660","","QUEEN ANNE AVE N & W HIGHLAND DR","","47.629612","-122.356728","21"
"2670","","QUEEN ANNE AVE N & W PROSPECT ST","","47.6285057","-122.356781","21"
"2672","","QUEEN ANNE AVE N & W MERCER ST","","47.6243057","-122.356819","21"
"2680","","QUEEN ANNE AVE N & W ALOHA ST","","47.6268883","-122.356796","21"
"2690","","1ST AVE N & MERCER ST","","47.6247368","-122.355309","21"
"2710","","QUEEN ANNE AVE N & ALOHA ST","","47.6271095","-122.35659","21"
"2720","","QUEEN ANNE AVE N & WARD ST","","47.6283188","-122.356575","21"
"2730","","QUEEN ANNE AVE N & HIGHLAND DR","","47.6297913","-122.356522","21"
"2740","","QUEEN ANNE AVE N & W LEE ST","","47.6314926","-122.356491","21"
"2760","","W GALER ST & 1ST AVE W","","47.6323891","-122.358627","21"
"2770","","W GALER ST & 3RD AVE W","","47.6323929","-122.36129","21"
"2780","","W GALER ST & 5TH AVE W","","47.6323929","-122.364037","21"
"2790","","6TH AVE W & W GARFIELD ST","","47.6337013","-122.364937","21"
"2800","","6TH AVE W & W HOWE ST","","47.6361618","-122.364899","21"
"2810","","6TH AVE W & W CROCKETT ST","","47.63797","-122.364868","21"
"2820","","6TH AVE W & W MCGRAW ST","","47.6398392","-122.364853","21"
"2830","","6TH AVE W & W SMITH ST","","47.6416321","-122.36483","21"
"2840","","6TH AVE W & W RAYE ST","","47.6430016","-122.364815","21"
"2850","","MADRONA PARK & LK WASHINGTON BLVD","","47.6122246","-122.281746","21"
"2860","","MADRONA DR & NEWPORT WAY","","47.6132622","-122.282372","21"
"2870","","MADRONA DR & E PINE ST","","47.6152115","-122.283791","21"
"2880","","MADRONA DR & E OLIVE ST","","47.616684","-122.2845","21"
"2890","","MADRONA DR & MADRONA PL E","","47.6183472","-122.285255","21"
"2900","","E DENNY WAY & E FLORENCE CT","","47.6183586","-122.288643","21"
"2910","","34TH AVE & E HOWELL ST","","47.6173935","-122.289284","21"
"2911","","34TH AVE & E OLIVE ST","","47.6163025","-122.289314","21"
"2920","","34TH AVE & E PINE ST","","47.6149864","-122.289352","21"
"2930","","34TH AVE & E UNION ST","","47.6130142","-122.289406","21"
"2940","","E UNION ST & 33RD AVE","","47.6129723","-122.290802","21"
"2950","","E UNION ST & 31ST AVE","","47.6130028","-122.292915","21"
"2960","","E UNION ST & 29TH AVE","","47.6130219","-122.295296","21"
"2970","","E UNION ST & 27TH AVE","","47.6130028","-122.297821","21"
"2980","","E UNION ST & 25TH AVE","","47.6130066","-122.300461","21"
"2995","","E UNION ST & 23RD AVE","","47.6130066","-122.303001","21"
"3000","","E UNION ST & 20TH AVE","","47.6129799","-122.306168","21"
"3010","","E UNION ST & 18TH AVE","","47.6129723","-122.309349","21"
"3020","","E UNION ST & 16TH AVE","","47.6129723","-122.31192","21"
"3030","","E UNION ST & 14TH AVE","","47.6129875","-122.314423","21"
"3032","","E UNION ST & BROADWAY","","47.613018","-122.32061","21"
"3033","","SENECA ST & HARVARD AVE","","47.6126137","-122.322342","21"
"3034","","SENECA ST & SUMMIT AVE","","47.6116295","-122.32457","21"
"3035","","SENECA ST & BOREN AVE","","47.6109352","-122.326233","21"
"3036","","SENECA ST & TERRY AVE","","47.6102409","-122.327904","21"
"3037","","SENECA ST & 8TH AVE","","47.6092911","-122.330185","21"
"3150","","SENECA ST & 8TH AVE","","47.6092606","-122.329857","1"
"3151","","SENECA ST & 9TH AVE","","47.6099052","-122.328323","21"
"3152","","SENECA ST & BOREN AVE","","47.610817","-122.326126","21"
"3153","","SENECA ST & SUMMIT AVE","","47.611763","-122.323883","21"
"3154","","SENECA ST & BOYLSTON AVE","","47.6122208","-122.322777","21"
"3155","","E UNION ST & BROADWAY","","47.6128845","-122.320389","21"
"3156","","E MADISON ST & 12TH AVE","","47.6124802","-122.317429","21"
"3160","","E UNION ST & 13TH AVE","","47.6128387","-122.315636","21"
"3170","","E UNION ST & 14TH AVE","","47.6128464","-122.313751","21"
"3180","","E UNION ST & 16TH AVE","","47.6128387","-122.311592","21"
"3190","","E UNION ST & 18TH AVE","","47.6128387","-122.309021","21"
"3200","","E UNION ST & 20TH AVE","","47.6128387","-122.306412","21"
"3210","","E UNION ST & 23RD AVE","","47.6128807","-122.301949","21"
"3220","","E UNION ST & 26TH AVE","","47.6128616","-122.298477","21"
"3230","","E UNION ST & MARTIN L KING JR WAY","","47.6128845","-122.295654","21"
"3240","","E UNION ST & 30TH AVE","","47.6128731","-122.293755","21"
"3250","","E UNION ST & 32ND AVE","","47.6128464","-122.291183","21"
"3271","","34TH AVE & E OLIVE ST","","47.6166916","-122.289108","21"
"3280","","34TH AVE & E HOWELL ST","","47.6175575","-122.289078","21"
"3293","","34TH AVE & E PIKE ST","","47.6144218","-122.289162","1"
"3300","","MADRONA DR & 38TH AVE","","47.6181488","-122.285156","21"
"3310","","MADRONA DR & E OLIVE ST","","47.6165276","-122.284706","21"
"3320","","MADRONA DR & E PINE ST","","47.6150131","-122.283859","21"
"3330","","MADRONA DR & NEWPORT WAY","","47.6134949","-122.2827","21"
"3380","","BEACON AVE S & S COLUMBIAN WAY","","47.5592232","-122.304161","21"
"3400","","BEACON AVE S & VA HOSPITAL","","47.5634689","-122.305489","21"
"3410","","BEACON AVE S & JEFF GOLF COURSE","","47.5673218","-122.306671","21"
"3420","","BEACON AVE S & JEFF COMM CENTER","","47.569809","-122.307449","21"
"3430","","BEACON AVE S & S SPOKANE ST","","47.5724297","-122.308304","21"
"3450","","BEACON AVE S & S HANFORD ST","","47.5753593","-122.309204","21"
"3460","","BEACON AVE S & S STEVENS ST","","47.5772629","-122.310226","21"
"3470","","BEACON AVE S & S LANDER ST","","47.579319","-122.312126","74"
"3480","","BEACON AVE S & 15TH AVE S","","47.5805321","-122.313248","21"
"3500","","14TH AVE S & S HILL ST","","47.5845032","-122.314583","21"
"3515","","14TH AVE S & S HOLGATE ST","","47.5866051","-122.314568","21"
"3530","","S MASSACHUSETTS ST & 14TH AVE S","","47.5885086","-122.315208","21"
"3541","","12TH AVE S & S MASSACHUSETTS ST","","47.5887604","-122.317177","21"
"3550","","12TH AVE S & S ATLANTIC ST","","47.5902481","-122.317177","21"
"3570","","12TH AVE S & S JUDKINS ST","","47.5927162","-122.317177","21"
"3580","","S CHARLES ST & GOLF DR S","","47.5941429","-122.316727","21"
"3589","","12TH AVE S & S WELLER ST","","47.5973778","-122.317123","1"
"3600","","S JACKSON ST & 12TH AVE S","","47.5992546","-122.317757","21"
"3700","","12TH AVE S & S JACKSON ST","","47.5987816","-122.317329","21"
"3710","","12TH AVE S & S WELLER ST","","47.5973053","-122.317329","21"
"3730","","GOLF DR S & 14TH AVE S","","47.5929909","-122.31501","1"
"3740","","14TH AVE S & S JUDKINS ST","","47.5911865","-122.314941","21"
"3760","","14TH AVE S & S MASSACHUSETTS ST","","47.5881844","-122.314964","21"
"3770","","14TH AVE S & S HOLGATE ST","","47.5861359","-122.314774","21"
"3780","","14TH AVE S & S WALKER ST","","47.5835648","-122.314804","21"
"3800","","BEACON AVE S & S BAYVIEW ST","","47.5807114","-122.313644","21"
"3810","","BEACON AVE S & S LANDER ST","","47.5792542","-122.312302","74"
"3820","","BEACON AVE S & S STEVENS ST","","47.5771141","-122.310318","21"
"3830","","BEACON AVE S & S HANFORD ST","","47.5751915","-122.309349","21"
"3860","","BEACON AVE S & S SPOKANE ST","","47.5715675","-122.308243","21"
"3870","","BEACON AVE S & JEFF COMM CENTER","","47.5697479","-122.307648","21"
"3880","","BEACON AVE S & JEFF GOLF COURSE","","47.5668449","-122.30674","21"
"3881","","BEACON AVE S & VA HOSPITAL","","47.563015","-122.305542","21"
"3883","","BEACON AVE S & S COLUMBIAN WAY","","47.5592728","-122.304649","21"
"3890","","W RAYE ST & 1ST AVE W","","47.6433144","-122.358635","21"
"3910","","W MCGRAW ST & 2ND AVE W","","47.6395302","-122.359222","21"
"3920","","QUEEN ANNE AVE N & W MCGRAW ST","","47.6393204","-122.35701","21"
"3930","","BOSTON ST & QUEEN ANNE AVE N","","47.6383171","-122.356552","21"
"3940","","BOSTON ST & WARREN AVE N","","47.638195","-122.3545","21"
"3950","","BOSTON ST & NOB HILL AVE N","","47.6381874","-122.350853","21"
"3960","","BOSTON ST & BIGELOW AVE N","","47.6381874","-122.348404","21"
"3980","","5TH AVE N & NEWTON ST","","47.6363068","-122.347221","21"
"3990","","TAYLOR AVE N & BLAINE ST","","47.6346283","-122.347504","21"
"4000","","TAYLOR AVE N & GARFIELD ST","","47.6331444","-122.346046","21"
"4010","","TAYLOR AVE N & LEE ST","","47.6310921","-122.346359","21"
"4020","","TAYLOR AVE N & PROSPECT ST","","47.6289711","-122.346329","21"
"4040","","5TH AVE N & VALLEY ST","","47.6260185","-122.347656","21"
"4050","","5TH AVE N & REPUBLICAN ST","","47.6236115","-122.347672","1"
"4070","","5TH AVE N & BROAD ST","","47.6212883","-122.347694","1"
"4080","","5TH AVE N & DENNY WAY","","47.6192131","-122.34771","21"
"4200","","CEDAR ST & DENNY WAY","","47.6185341","-122.347504","21"
"4220","","5TH AVE N & BROAD ST","","47.6212997","-122.347504","21"
"4230","","5TH AVE N & REPUBLICAN ST","","47.6235886","-122.347466","21"
"4245","","VALLEY ST & TAYLOR AVE N","","47.6262093","-122.346382","21"
"4265","","TAYLOR AVE N & PROSPECT ST","","47.6291275","-122.346123","21"
"4280","","TAYLOR AVE N & LEE ST","","47.6313553","-122.346169","21"
"4290","","TAYLOR AVE N & GALER ST","","47.6325073","-122.345856","21"
"4300","","TAYLOR AVE N & 5TH AVE N","","47.6342468","-122.346237","21"
"4325","","5TH AVE N & NEWTON ST","","47.6367645","-122.347015","21"
"4340","","BOSTON ST & 4TH AVE N","","47.6383247","-122.349785","21"
"4355","","BOSTON ST & 2ND AVE N","","47.6383286","-122.353424","21"
"4370","","BOSTON ST & 1ST AVE N","","47.6384468","-122.356247","21"
"4380","","QUEEN ANNE AVE N & MCGRAW ST","","47.6397896","-122.356812","21"
"4384","","QUEEN ANNE DR & 2ND AVE N","","47.6419945","-122.353287","21"
"4386","","QUEEN ANNE DR & 2ND AVE N","","47.6421127","-122.353432","21"
"4400","","W RAYE ST & QUEEN ANNE AVE N","","47.6433144","-122.357094","21"
"4420","","NOB HILL AVE N & GALER ST","","47.6325569","-122.350685","21"
"4440","","GARFIELD ST & 2ND AVE N","","47.6332321","-122.35305","21"
"4455","","BLAINE ST & WARREN AVE N","","47.6349335","-122.354691","21"
"4465","","QUEEN ANNE AVE N & GARFIELD ST","","47.6338272","-122.356873","21"
"4490","","QUEEN ANNE AVE N & CROCKETT ST","","47.6374779","-122.356834","21"
"4500","","QUEEN ANNE AVE N & W CROCKETT ST","","47.636879","-122.357056","21"
"4510","","BLAINE ST & QUEEN ANNE AVE N","","47.6346703","-122.35656","21"
"4540","","2ND AVE N & GARFIELD ST","","47.632946","-122.353325","21"
"5330","","N 85TH ST & GREENWOOD AVE N","","47.6905251","-122.354935","21"
"5350","","N 85TH ST & FREMONT AVE N","","47.690506","-122.349609","21"
"5370","","N 85TH ST & AURORA AVE N","","47.6904945","-122.344734","21"
"5380","","N 85TH ST & STONE AVE N","","47.6904716","-122.341507","21"
"5400","","N 85TH ST & WALLINGFORD AVE N","","47.6904449","-122.336601","21"
"5402","","NE 42ND ST & 8TH AVE NE","","47.657589","-122.320366","21"
"5417","","7TH AVE NE & NE 42ND ST","","47.6580734","-122.320747","21"
"5419","","I-5 & NE 45TH ST","","47.6616135","-122.320801","21"
"5420","","N 85TH ST & WALLINGFORD AVE N","","47.6905785","-122.336769","21"
"5421","","5TH AVE NE & NE 45TH ST","","47.6605606","-122.323013","21"
"5440","","N 85TH ST & STONE AVE N","","47.690609","-122.341194","21"
"5450","","N 85TH ST & AURORA AVE N","","47.6906281","-122.34436","21"
"5470","","N 85TH ST & FREMONT AVE N","","47.6906471","-122.350266","21"
"5486","","GREENWOOD AVE N & N GREENWOOD DR","","47.7471123","-122.355576","18"
"5487","","CARLYLE HALL RD N & DAYTON AVE N","","47.7487526","-122.353638","18"
"5488","","CARLYLE HALL RD N & DAYTON AVE N","","47.7500076","-122.355179","18"
"5489","","GREENWOOD AVE N & N GREENWOOD DR","","47.7467041","-122.355782","18"
"5492","","SHORELINE CC","","47.7470055","-122.357849","18"
"5493","","SHORELINE CC","","47.7471466","-122.358665","18"
"5502","","N INNIS ARDEN WAY & GREENWOOD AVE N","","47.7452393","-122.355705","18"
"5550","","GREENWOOD AVE N & N 145TH ST","","47.733799","-122.355675","20"
"5560","","GREENWOOD AVE N & N 143RD ST","","47.7319565","-122.355675","21"
"5580","","GREENWOOD AVE N & N 137TH ST","","47.7284775","-122.355659","21"
"5590","","GREENWOOD AVE N & N 134TH ST","","47.7264252","-122.355659","21"
"5610","","GREENWOOD AVE N & N 130TH ST","","47.7229576","-122.355644","21"
"5630","","GREENWOOD AVE N & N 125TH ST","","47.719677","-122.355644","21"
"5640","","GREENWOOD AVE N & N 122ND ST","","47.717598","-122.355637","21"
"5660","","GREENWOOD AVE N & N 117TH ST","","47.7137604","-122.355621","21"
"5670","","GREENWOOD AVE N & N 115TH ST","","47.7121162","-122.355606","21"
"5690","","GREENWOOD AVE N & N 110TH ST","","47.7084656","-122.355576","21"
"5710","","GREENWOOD AVE N & HOLMAN RD N","","47.7045212","-122.355553","21"
"5730","","GREENWOOD AVE N & N 100TH ST","","47.7011604","-122.355507","21"
"5740","","GREENWOOD AVE N & N 97TH ST","","47.6993713","-122.355499","21"
"5760","","GREENWOOD AVE N & N 95TH ST","","47.6970825","-122.355469","21"
"5770","","GREENWOOD AVE N & N 90TH ST","","47.6942711","-122.355438","21"
"5771","","GREENWOOD AVE N & N 87TH ST","","47.6925507","-122.355431","21"
"5790","","GREENWOOD AVE N & N 85TH ST","","47.6903305","-122.3554","21"
"5810","","GREENWOOD AVE N & N 80TH ST","","47.6867065","-122.3554","21"
"5820","","GREENWOOD AVE N & N 78TH ST","","47.6851807","-122.3554","21"
"5830","","GREENWOOD AVE N & N 76TH ST","","47.6837616","-122.3554","21"
"5840","","GREENWOOD AVE N & N 74TH ST","","47.6823006","-122.3554","21"
"5860","","GREENWOOD AVE N & N 70TH ST","","47.6793098","-122.355431","21"
"5875","","PHINNEY AVE N & N 67TH ST","","47.678009","-122.355377","21"
"5880","","PHINNEY AVE N & N 65TH ST","","47.6756935","-122.354462","21"
"5900","","PHINNEY AVE N & N 61ST ST","","47.6727791","-122.354485","21"
"5910","","PHINNEY AVE N & N 59TH ST","","47.6715622","-122.354485","21"
"5930","","PHINNEY AVE N & N 55TH ST","","47.6684837","-122.354515","21"
"5940","","PHINNEY AVE N & N 54TH ST","","47.6675034","-122.35453","21"
"5960","","PHINNEY AVE N & N 50TH ST","","47.6646996","-122.354065","21"
"5980","","PHINNEY AVE N & N 46TH ST","","47.661869","-122.354088","21"
"5990","","PHINNEY AVE N & N 44TH ST","","47.659996","-122.354485","21"
"6000","","N 43RD ST & PHINNEY AVE N","","47.6588936","-122.353943","21"
"6020","","N 43RD ST & FREMONT AVE N","","47.6588821","-122.350266","21"
"6030","","FREMONT AVE N & N 41ST ST","","47.6564255","-122.350044","21"
"6040","","FREMONT AVE N & N 39TH ST","","47.6550369","-122.350021","21"
"6050","","AURORA AVE N & N 38TH ST","","47.6520805","-122.347984","21"
"6060","","AURORA AVE N & HALLADAY ST","","47.6420898","-122.347069","21"
"6070","","AURORA AVE N & LYNN ST","","47.6389084","-122.345619","21"
"6071","","SEACREST MARINA & HARBOR AVE SW","","47.5894089","-122.380608","21"
"6080","","AURORA AVE N & CROCKETT ST","","47.6367455","-122.344131","21"
"6100","","AURORA AVE N & GALER ST","","47.6322517","-122.343681","21"
"6120","","AURORA AVE N & PROSPECT ST","","47.6287308","-122.343704","21"
"6175","","AURORA AVE N & DENNY WAY","","47.6192589","-122.343925","1"
"6220","","7TH AVE & BLANCHARD ST","","47.6168785","-122.340385","21"
"6235","","AURORA AVE N & DENNY WAY","","47.6180878","-122.34346","1"
"6240","","DEXTER AVE N & DENNY WAY","","47.6189423","-122.3423","21"
"6290","","AURORA AVE N & PROSPECT ST","","47.6290703","-122.343353","21"
"6300","","AURORA AVE N & GALER ST","","47.6323738","-122.343315","21"
"6310","","AURORA AVE N & CROCKETT ST","","47.6374054","-122.344185","21"
"6320","","AURORA AVE N & LYNN ST","","47.6390457","-122.345306","21"
"6330","","AURORA AVE N & HALLADAY ST","","47.6419754","-122.346672","21"
"6340","","AURORA AVE N & N 38TH ST","","47.6526146","-122.346741","21"
"6360","","FREMONT AVE N & N 39TH ST","","47.6543999","-122.349815","21"
"6380","","FREMONT AVE N & N 41ST ST","","47.6569023","-122.349854","21"
"6390","","FREMONT AVE N & N 42ND ST","","47.6580009","-122.349899","21"
"6400","","N 43RD ST & FREMONT AVE N","","47.6590233","-122.350403","21"
"6420","","PHINNEY AVE N & N 43RD ST","","47.6592865","-122.354279","21"
"6440","","PHINNEY AVE N & N 46TH ST","","47.6624184","-122.353882","21"
"6460","","PHINNEY AVE N & N 50TH ST","","47.6649513","-122.353859","21"
"6480","","PHINNEY AVE N & N 53RD ST","","47.666893","-122.354324","1"
"6490","","PHINNEY AVE N & N 55TH ST","","47.6683464","-122.354309","21"
"6510","","PHINNEY AVE N & N 58TH ST","","47.6709595","-122.354294","1"
"6520","","PHINNEY AVE N & N 60TH ST","","47.6727638","-122.354279","21"
"6540","","PHINNEY AVE N & N 64TH ST","","47.6756401","-122.354256","21"
"6550","","PHINNEY AVE N & N 67TH ST","","47.6772766","-122.354271","21"
"6580","","GREENWOOD AVE N & N 72ND ST","","47.6813316","-122.355209","21"
"6590","","GREENWOOD AVE N & N 75TH ST","","47.6835365","-122.355194","21"
"6600","","GREENWOOD AVE N & N 77TH ST","","47.6850548","-122.355194","21"
"6615","","GREENWOOD AVE N & N 80TH ST","","47.6873322","-122.355194","21"
"6640","","GREENWOOD AVE N & N 85TH ST","","47.6909676","-122.355209","21"
"6650","","GREENWOOD AVE N & N 87TH ST","","47.6928444","-122.355225","21"
"6651","","N 90TH ST & GREENWOOD AVE N","","47.6942863","-122.355743","21"
"6652","","NW 90TH ST & 1ST AVE NW","","47.6943016","-122.358391","21"
"6653","","3RD AVE NW & NW 89TH ST","","47.6932678","-122.360771","21"
"6660","","GREENWOOD AVE N & N 90TH ST","","47.6944656","-122.35524","21"
"6670","","GREENWOOD AVE N & N 92ND ST","","47.6962891","-122.355263","21"
"6685","","GREENWOOD AVE N & N 97TH ST","","47.6995697","-122.355293","21"
"6693","","GREENWOOD AVE N & N 100TH ST","","47.7017365","-122.355316","21"
"6710","","GREENWOOD AVE N & N 103RD ST","","47.7038841","-122.355347","21"
"6730","","GREENWOOD AVE N & N 107TH ST","","47.7071724","-122.355377","21"
"6740","","GREENWOOD AVE N & N 110TH ST","","47.7089424","-122.355385","21"
"6750","","GREENWOOD AVE N & N 112TH ST","","47.7107773","-122.3554","21"
"6770","","GREENWOOD AVE N & N 117TH ST","","47.7143822","-122.355415","21"
"6790","","GREENWOOD AVE N & N 122ND ST","","47.7180481","-122.355431","21"
"6800","","GREENWOOD AVE N & N 125TH ST","","47.7199478","-122.355438","21"
"6820","","GREENWOOD AVE N & N 130TH ST","","47.7236748","-122.355453","21"
"6840","","GREENWOOD AVE N & N 134TH ST","","47.7266502","-122.355453","21"
"6850","","GREENWOOD AVE N & N 137TH ST","","47.7289734","-122.355453","21"
"6870","","GREENWOOD AVE N & N 143RD ST","","47.7321281","-122.355469","21"
"6880","","GREENWOOD AVE N & N 145TH ST","","47.7335243","-122.355469","21"
"6940","","N INNIS ARDEN WAY & GREENWOOD AVE N","","47.7459755","-122.35701","18"
"6950","","AURORA AVE N & N 145TH ST","","47.7335854","-122.345184","20"
"6990","","AURORA AVE N & N 135TH ST","","47.726429","-122.345116","21"
"7000","","AURORA AVE N & N 130TH ST","","47.7229614","-122.345078","21"
"7010","","AURORA AVE N & N 125TH ST","","47.7197151","-122.345047","1"
"7040","","AURORA AVE N & N 115TH ST","","47.7118797","-122.34491","21"
"7080","","AURORA AVE N & N 105TH ST","","47.7047806","-122.344803","21"
"7100","","AURORA AVE N & N 100TH ST","","47.701088","-122.344749","21"
"7120","","AURORA AVE N & N 95TH ST","","47.6974945","-122.344704","21"
"7140","","AURORA AVE N & N 90TH ST","","47.6939621","-122.344666","21"
"7160","","AURORA AVE N & N 85TH ST","","47.6898766","-122.34462","21"
"7180","","AURORA AVE N & N 80TH ST","","47.6867523","-122.344612","21"
"7200","","AURORA AVE N & N 76TH ST","","47.6841507","-122.344597","1"
"7210","","AURORA AVE N & N 65TH ST","","47.6762733","-122.346878","21"
"7350","","STONE WAY N & N 45TH ST","","47.6612206","-122.342262","21"
"7360","","STONE WAY N & N 43RD ST","","47.6589622","-122.342369","21"
"7380","","STONE WAY N & N 40TH ST","","47.6551437","-122.34256","21"
"7382","","STONE WAY N & N 38TH ST","","47.6524506","-122.342697","21"
"7400","","BRIDGE WAY N & WHITMAN AVE N","","47.6532707","-122.345139","21"
"7430","","WALL ST & 5TH AVE","","47.6174316","-122.345345","21"
"7479","","BRIDGE WAY N & WHITMAN AVE N","","47.6523781","-122.346344","21"
"7498","","STONE WAY N & N 38TH ST","","47.6529388","-122.342468","21"
"7500","","STONE WAY N & N 40TH ST","","47.6551552","-122.342354","21"
