stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1097,53566,"Fremont Blvd & Stevenson Blvd",,37.540166,-121.972393,E,,,,,0
2058,55945,"14th Av & E 24th St",,37.795470,-122.236671,E,,,,,0
2760,53446,"Fontaine St & Overpass (King Estates School)",,37.765500,-122.152664,E,,,,,0
2510,55902,"Broadway & Taft Av",,37.843697,-122.246734,E,,,,,0
1432,52524,"2nd St & D St",,37.673311,-122.077495,E,,,,,0
4875,54015,"Maud Av & D St",,37.679262,-122.050855,E,,,,,0
3949,58320,"Garvin Av & 36th St",,37.943598,-122.332677,E,,,,,0
1898,50552,"Cedar Blvd & S Magazine (Newpark Mall)",,37.522416,-122.002168,E,,,,,0
428,55070,"Dwight Way & Sacramento St",,37.862185,-122.280669,E,,,,,0
1355,53153,"Warm Springs Blvd & E Warren Av",,37.486827,-121.927601,E,,,,,0
198,51615,"Central Av & 3rd St",,37.772764,-122.288710,E,,,,,0
1361,59700,"Warm Springs Blvd & Lippert Av",,37.481562,-121.924588,E,,,,,0
4874,54797,"Madison Av & Vannoy Av",,37.707157,-122.064319,E,,,,,0
1765,50223,"Stratford Rd & Welford Ln",,37.618863,-122.070205,E,,,,,0
738,57817,"Tunnel Rd & Vicente Rd",,37.853842,-122.235995,E,,,,,0
4126,50884,"Valley View Rd & May Rd",,37.971734,-122.288417,E,,,,,0
4513,55423,"El Portal Dr & Castro Rd",,37.965741,-122.338782,E,,,,,0
5548,51221,"Fremont BART",,37.557678,-121.975496,E,,,,,0
6121,52405,"Downtown San Leandro SB",,37.725440,-122.157925,E,,,,,0
1064,52790,"Fremont Blvd & Doane St",,37.514719,-121.952821,E,,,,,0
2007,59151,"104th Av & Sunnyside St",,37.742190,-122.159603,E,,,,,0
2559,58570,"Colton Blvd & Ridgewood Dr",,37.837885,-122.198277,E,,,,,0
4955,56742,"Seven Hills Rd & Sandy Rd",,37.708642,-122.065991,E,,,,,0
1613,55823,"Hesperian Blvd & Oliver Dr",,37.626595,-122.094246,E,,,,,0
314,52880,"Arlington Av & Yosemite Rd",,37.894957,-122.275264,E,,,,,0
302,54578,"Arlington Av & Boynton Path",,37.901973,-122.276365,E,,,,,0
2233,56266,"73rd Av & Garfield Av",,37.767082,-122.175638,E,,,,,0
2227,55527,"73rd Av & Bancroft Av",,37.766343,-122.176776,E,,,,,0
376,57115,"Claremont Av & Ashby Av",,37.858390,-122.244937,E,,,,,0
4326,55489,"Lewelling Blvd & Calgary St",,37.680080,-122.154279,E,,,,,0
656,57200,"Shattuck Av & Delaware St",,37.874571,-122.268853,E,,,,,0
2585,56053,"Duncan Way & Leo Way",,37.838699,-122.220580,E,,,,,0
5188,50852,"Union Landing Transit Center",,37.598648,-122.066237,E,,,,,0
1059,55245,"Fremont Blvd & Decoto Rd",,37.570184,-122.031460,E,,,,,0
579,54303,"Oxford St & Virginia St",,37.876771,-122.266583,E,,,,,0
5253,51098,"Mission Blvd & C St",,37.670777,-122.082872,E,,,,,0
1533,51722,"D St & Meek Av",,37.663914,-122.087796,E,,,,,0
2003,53540,"104th Av & Birch St",,37.741525,-122.161936,E,,,,,0
4358,55283,"Merced St & W Avenue 140th",,37.701846,-122.166281,E,,,,,0
4804,52982,"Fairmont Dr & Liberty St",,37.707043,-122.122816,E,,,,,0
6273,53058,"Park Blvd & 7th Ave",,37.802310,-122.241360,E,,,,,0
5322,51478,"Webster St & Buena Vista Av",,37.777642,-122.276536,E,,,,,0
202,52578,"Pacific Av & Central Av",,37.776413,-122.290768,E,,,,,0
4900,59233,"Mission Blvd & E Lewelling Blvd",,37.688329,-122.104643,E,,,,,0
2972,56905,"High St & Steele St",,37.790127,-122.189627,E,,,,,0
772,55880,"San Pablo Av & Dwight Way",,37.861466,-122.289546,E,,,,,0
2549,59959,"College Av & Miles Av (Claremont Middle School)",,37.845483,-122.251820,E,,,,,0
128,58843,"Robert Davey Jr Dr & Channing Way",,37.742817,-122.247471,E,,,,,0
1413,55290,"Boscell Av & Braun Dr",,37.502046,-121.974908,E,,,,,0
3308,56955,"Mountain Blvd & Snake Rd",,37.824312,-122.209129,E,,,,,0
2339,54940,"98th Av & Lawlor St",,37.750789,-122.156479,E,,,,,0
191,53466,"Encinal Av & Versailles Av",,37.759358,-122.238580,E,,,,,0
4791,56211,"Eddy St & Kelly St",,37.686359,-122.047793,E,,,,,0
1526,53306,"D St & 5th St",,37.675724,-122.072502,E,,,,,0
2466,51630,"Broadway Ter & Swainland Rd",,37.842453,-122.218618,E,,,,,0
2980,52720,"Hillmont Dr & Gardenia Pl",,37.777091,-122.171484,E,,,,,0
5205,50906,"Mission Blvd & Hunter Ln",,37.520526,-121.917739,E,,,,,0
719,58835,"Telegraph Av & Parker St",,37.862917,-122.258882,E,,,,,0
3958,54584,"Harbour Way & Bissell Av",,37.933860,-122.360105,E,,,,,0
6129,52437,"103rd Avenue",,37.740639,-122.167757,E,,,,,0
4799,52185,"Fairmont Dr & Foothill Blvd",,37.710389,-122.121175,E,,,,,0
6183,52602,"39th Avenue",,37.774503,-122.219345,E,,,,,0
4042,56123,"Parkway Dr & Fairway Dr",,37.980352,-122.315448,E,,,,,0
552,55167,"Martin Luther King Jr Way & Rose St",,37.881711,-122.274086,E,,,,,0
1047,56616,"Fremont Blvd & Bidwell Dr",,37.542266,-121.976352,E,,,,,0
2068,56600,"14th St & Broadway (12th St BART)",,37.804747,-122.272012,E,,,,,0
6024,52396,"Foothill Blvd & 22nd Av",,37.786495,-122.236555,E,,,,,0
840,50996,"Barrett Av & Tulare Av",,37.936298,-122.314742,E,,,,,0
1237,59370,"Paseo Padre Pkwy & Chadbourne Dr",,37.539678,-121.944276,E,,,,,0
6161,52537,"14th Avenue SB",,37.788785,-122.246421,E,,,,,0
1497,59644,"City Center Dr & Foothill Blvd",,37.680446,-122.084805,E,,,,,0
2393,55497,"Ardley Av & E 32nd St",,37.798875,-122.224744,E,,,,,0
1797,56595,"W Tennyson Rd & Ruus Rd",,37.631795,-122.069598,E,,,,,0
4148,59365,"Conestoga Way & Castro Ranch Rd",,37.963480,-122.255740,E,,,,,0
5075,50959,"Arlington Av & Westminster Av",,37.910647,-122.280253,E,,,,,0
5905,52104,"Hesperian Blvd & Drew St",,37.693963,-122.130123,E,,,,,0
3731,50602,"Martin Luther King Jr Way & 55th St",,37.840064,-122.269537,E,,,,,0
3402,55577,"San Leandro St & Coliseum BART",,37.753539,-122.196867,E,,,,,0
1429,54242,"2nd St & Acacia Dr",,37.671165,-122.074193,E,,,,,0
3508,58453,"Skyline Blvd & Redwood Rd",,37.799721,-122.171883,E,,,,,0
1406,55260,"Ardenwood Blvd & Commerce Dr",,37.555967,-122.062467,E,,,,,0
878,53371,"Fairmount Av & Ashbury Av",,37.903183,-122.293992,E,,,,,0
5598,56888,"Bancroft Way & Telegraph Av",,37.868646,-122.260255,E,,,,,0
138,55378,"Santa Clara Av & 9th St",,37.773110,-122.270665,E,,,,,0
4506,55114,"Contra Costa College",,37.970695,-122.340387,E,,,,,0
1579,55750,"East Loop Rd & CSU East Bay Recreation & Wellness",,37.654034,-122.053585,E,,,,,0
4061,53632,"Regatta Blvd & Seadrift Dr",,37.916099,-122.347310,E,,,,,0
3639,51991,"MacArthur Blvd & Pierson St.(Mills College)",,37.782625,-122.188030,E,,,,,0
2265,52276,"81st Av & Rudsdale St (Woodland Elementary School)",,37.753212,-122.185310,E,,,,,0
5029,54933,"Grant Av & Channel St",,37.677387,-122.142089,E,,,,,0
2005,51187,"104th Av & Plymouth St",,37.741064,-122.164479,E,,,,,0
3843,58933,"6th St & Nevin Av",,37.937117,-122.363674,E,,,,,0
1491,59244,"Campus Dr & Highland Blvd",,37.662152,-122.058107,E,,,,,0
623,59277,"San Pablo Av & Bancroft Way",,37.864711,-122.290869,E,,,,,0
3708,50275,"Oakland International Airport",,37.712656,-122.212355,E,,,,,0
4366,55286,"Purdue St & Farnsworth St",,37.695280,-122.152183,E,,,,,0
4015,56624,"Marina Bay Pkwy & Meeker Av",,37.920087,-122.346817,E,,,,,0
2383,58121,"Alcatraz Av & Shattuck Av",,37.849593,-122.265605,E,,,,,0
3108,55676,"MacArthur Blvd & 99th Av",,37.747296,-122.157058,E,,,,,0
3794,57544,"Park Blvd & Saint James Dr (Leimert Blvd)",,37.812484,-122.215166,E,,,,,0
4857,53658,"Heyer Av & Heyer Pl (Near Madison Av)",,37.704129,-122.064522,E,,,,,0
3285,54481,"Mountain Blvd & Colton Blvd",,37.829368,-122.211021,E,,,,,0
14,55987,"Blanding Av & Broadway",,37.768581,-122.233770,E,,,,,0
1464,58920,"B St & 5th St",,37.678649,-122.074020,E,,,,,0
2997,56961,"Joaquin Miller Rd & Sanborn Dr (West Jctn)",,37.810518,-122.193042,E,,,,,0
4611,55084,"Alvarado-Niles Rd & Royal Ann Dr (Logan Sr High)",,37.588738,-122.027370,E,,,,,0
2807,56660,"Foothill Blvd & Fruitvale Av",,37.783908,-122.223032,E,,,,,0
3020,59488,"Lakeshore Av & Boden Way",,37.807326,-122.249733,E,,,,,0
2087,55103,"14th St & Oak St",,37.801271,-122.263183,E,,,,,0
3729,50596,"Foothill Blvd & 64th Av",,37.770905,-122.184863,E,,,,,0
2906,58443,"Harbord Dr & Florence Av",,37.837173,-122.225992,E,,,,,0
3376,51616,"Piedmont Av & Ridgeway Av",,37.827600,-122.250981,E,,,,,0
3642,52022,"MacArthur Blvd & 90th Av",,37.755262,-122.161323,E,,,,,0
3353,55592,"Park Blvd & MacArthur Blvd (Oakland High School)",,37.803708,-122.234311,E,,,,,0
1891,53393,"Cedar Blvd & Mowry Av",,37.525279,-122.008189,E,,,,,0
2489,57111,"Broadway & 20th St (19th St BART)",,37.809324,-122.267939,E,,,,,0
723,58330,"Telegraph Av & Russell St",,37.857789,-122.259589,E,,,,,0
1400,50245,"Fremont Blvd & Ingot St",,37.499458,-121.948859,E,,,,,0
109,56725,"Otis Dr & Mound St",,37.753353,-122.241165,E,,,,,0
720,52250,"Telegraph Av & Parker St",,37.863067,-122.258605,E,,,,,0
1116,53022,"Grimmer Blvd & Doane St",,37.512663,-121.964923,E,,,,,0
1234,56070,"Paseo Padre Pkwy & Blackstone Way",,37.572937,-122.042947,E,,,,,0
1163,54580,"Mission Blvd & Starr St",,37.537748,-121.922410,E,,,,,0
3728,50594,"Foothill Blvd & 61st Av",,37.771120,-122.187694,E,,,,,0
6242,52958,"Walnut Av & Paseo Padre Pkwy",,37.551602,-121.978228,E,,,,,0
5629,58993,"Buena Vista Av & Willow St",,37.771374,-122.247174,E,,,,,0
3218,56006,"Martin Luther King Jr Way & 34th St",,37.823506,-122.270110,E,,,,,0
5747,51835,"Durant Av & Shattuck Av",,37.866695,-122.267151,E,,,,,0
2713,55599,"Eastmont Transit Center",,37.768955,-122.174367,E,,,,,0
4853,57600,"Hesperian Blvd & Paseo Grande",,37.680200,-122.127058,E,,,,,0
355,55593,"Bancroft Way & Dana St",,37.868458,-122.261913,E,,,,,0
4485,52248,"Broadway Av & 17th St",,37.970980,-122.347800,E,,,,,0
5955,52319,"Warm Springs Blvd & Mission Ct",,37.491060,-121.930341,E,,,,,0
773,55525,"San Pablo Av & University Av",,37.869467,-122.292118,E,,,,,0
954,54434,"Christie Av & 64th St",,37.843706,-122.295826,E,,,,,0
2118,55109,"23rd Av & E 30th St",,37.796573,-122.225693,E,,,,,0
5877,52019,"Shattuck Av & Oregon St",,37.857236,-122.266851,E,,,,,0
532,55625,"Martin Luther King Jr Way & Ashby Av (Ashby BART)",,37.854559,-122.271011,E,,,,,0
3579,51490,"Tompkins Av & Enos Av",,37.788567,-122.185742,E,,,,,0
965,55505,"San Pablo Av & 40th St",,37.830609,-122.279851,E,,,,,0
490,55769,"Grizzly Peak Blvd & Creston Rd (South-East Jctn)",,37.892599,-122.256447,E,,,,,0
2701,53633,"E 24th St & 8th Av",,37.800093,-122.241980,E,,,,,0
4602,55809,"Alvarado-Niles Rd & Hartnell St",,37.589269,-122.029291,E,,,,,0
6233,52951,"35th Av & Deering St",,37.787601,-122.210930,E,,,,,0
4862,55968,"Kelly St & Byron St",,37.685566,-122.051345,E,,,,,0
1496,55702,"City Center Dr & Centennial Hall",,37.679526,-122.081914,E,,,,,0
2033,59444,"11th St & Clay St",,37.802963,-122.274464,E,,,,,0
3942,58020,"Garvin Av & 30th St",,37.943600,-122.338387,E,,,,,0
4503,50503,"Contra Costa College",,37.971041,-122.340350,E,,,,,0
3383,56833,"Redwood Rd & Aliso Av",,37.798970,-122.187083,E,,,,,0
3625,52459,"Peralta St & 28th St",,37.821050,-122.286116,E,,,,,0
4068,55068,"Rheem Av & 26th St",,37.949914,-122.343028,E,,,,,0
5566,51679,"Richmond BART",,37.936188,-122.353657,E,,,,,0
2412,59544,"Bancroft Av & 85th Av",,37.757697,-122.169018,E,,,,,0
3524,50453,"Snake Rd & Magellan Dr",,37.828029,-122.206866,E,,,,,0
584,57725,"Piedmont Cr & Dwight Way",,37.865846,-122.250762,E,,,,,0
4154,50502,"MacDonald Av & 44th St",,37.933033,-122.328027,E,,,,,0
1430,55089,"2nd St & B St",,37.674847,-122.078886,E,,,,,0
1071,51751,"Fremont Blvd & Gibraltar Dr",,37.564323,-122.019463,E,,,,,0
2146,54950,"35th Av & E 16th St (St. Elizabeth High School)",,37.778530,-122.221543,E,,,,,0
2271,55309,"82nd Av & Birch St",,37.758373,-122.173782,E,,,,,0
1705,59943,"Mission Blvd & Valle Vista Av",,37.633872,-122.051510,E,,,,,0
1177,52844,"Mowry Av & Blacow Rd",,37.537025,-121.998111,E,,,,,0
2865,51099,"Grand Av & Harrison St",,37.810745,-122.262961,E,,,,,0
640,53005,"San Pablo Av & Page St",,37.877324,-122.294932,E,,,,,0
2734,55894,"Edgewater Dr & Roland Way",,37.741918,-122.202943,E,,,,,0
1290,54980,"Paseo Padre Pkwy & Walnut Av",,37.551399,-121.976543,E,,,,,0
3718,50475,"55th St & Martin Luther King Jr Way",,37.839754,-122.269212,E,,,,,0
30,56340,"Encinal Av & Fountain St",,37.756696,-122.234717,E,,,,,0
587,53556,"Sacramento St & Alcatraz Av",,37.848458,-122.277738,E,,,,,0
4317,53239,"Hays St & W Juana Av",,37.722792,-122.156455,E,,,,,0
1814,51003,"Whipple Rd & Huntwood Av",,37.606184,-122.055286,E,,,,,0
5653,51768,"Monroe Av & 10th St",,37.884365,-122.298857,E,,,,,0
2182,59588,"40th St & West St",,37.830113,-122.271243,E,,,,,0
158,50510,"Willow St & Shoreline Dr",,37.757082,-122.256641,E,,,,,0
3120,51755,"MacArthur Blvd & Camden St (Seminary Av Jctn)",,37.775819,-122.185146,E,,,,,0
3985,59820,"La Puerta Dr & San Pablo Av",,37.978965,-122.340965,E,,,,,0
4832,51430,"Grove Way & Gary Dr",,37.685042,-122.088486,E,,,,,0
167,51551,"Webster St & Buena Vista Av",,37.777035,-122.276769,E,,,,,0
4470,50695,"Farallon Dr & Catalina St",,37.693793,-122.171902,E,,,,,0
47,54110,"Fernside Blvd & Versailles Av",,37.766939,-122.232229,E,,,,,0
2700,51717,"E 24th St & 12th Av",,37.797171,-122.238672,E,,,,,0
144,56661,"Santa Clara Av & Grand St",,37.771552,-122.256026,E,,,,,0
5069,54660,"Arlington Av & Rincon Dr",,37.915797,-122.283174,E,,,,,0
598,53977,"Sacramento St & Channing Way",,37.864105,-122.281485,E,,,,,0
126,57767,"Park St & San Jose Av",,37.760726,-122.245636,E,,,,,0
3495,54144,"Skyline Blvd & Balmoral Dr (Skyline High School)",,37.797821,-122.164329,E,,,,,0
2490,59522,"Broadway & 25th St",,37.814038,-122.264986,E,,,,,0
6279,58030,"Klose Way & Hilltop Plaza",,37.983013,-122.319239,E,,,,,0
5114,52103,"Manor Rd & Appian Way",,37.982589,-122.297412,E,,,,,0
1089,56445,"Fremont Blvd & Papazian Way",,37.534016,-121.961417,E,,,,,0
2274,55316,"82nd Av & Hillside St",,37.761366,-122.167577,E,,,,,0
4036,58766,"Moyers Rd & Phillips Ct",,37.969629,-122.326567,E,,,,,0
