service_id,date,exception_type,exception_note,schedule_type
76276-1111100-0,20220517,1,FINAL,WD
76279-1111100-0,20220517,1,FINAL,WD
76280-1111100-0,20220517,1,FINAL,WD
7628019-1111100-19,20220517,1,FINAL Southwestern College,WD
7628029-1111100-29,20220517,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220517,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220517,1,FINAL,WD
76183-1111100-0,20220517,1,FINAL,WD
76344-1111100-0,20220517,1,PRODUCTION,WD
7634421-1111100-21,20220517,1,PRODUCTION UCSD,WD
76364-1111100-0,20220517,1,Schedule #119,WD
76360-1111111-0,20220518,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220518,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220518,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220518,1,FINAL,WD
76276-1111100-0,20220518,1,FINAL,WD
76279-1111100-0,20220518,1,FINAL,WD
76280-1111100-0,20220518,1,FINAL,WD
7628019-1111100-19,20220518,1,FINAL Southwestern College,WD
7628029-1111100-29,20220518,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220518,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220518,1,FINAL,WD
76183-1111100-0,20220518,1,FINAL,WD
76344-1111100-0,20220518,1,PRODUCTION,WD
7634421-1111100-21,20220518,1,PRODUCTION UCSD,WD
76364-1111100-0,20220518,1,Schedule #119,WD
76360-1111111-0,20220519,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220519,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220519,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220519,1,FINAL,WD
76276-1111100-0,20220519,1,FINAL,WD
76279-1111100-0,20220519,1,FINAL,WD
76280-1111100-0,20220519,1,FINAL,WD
7628019-1111100-19,20220519,1,FINAL Southwestern College,WD
7628029-1111100-29,20220519,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220519,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220519,1,FINAL,WD
76183-1111100-0,20220519,1,FINAL,WD
7618311-1111100-11,20220519,1,FINAL Rural 892,WD
76344-1111100-0,20220519,1,PRODUCTION,WD
7634421-1111100-21,20220519,1,PRODUCTION UCSD,WD
76364-1111100-0,20220519,1,Schedule #119,WD
76360-1111111-0,20220520,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220520,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220520,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220520,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220520,1,FINAL,WD
76276-1111100-0,20220520,1,FINAL,WD
76279-1111100-0,20220520,1,FINAL,WD
76280-1111100-0,20220520,1,FINAL,WD
7628019-1111100-19,20220520,1,FINAL Southwestern College,WD
7628029-1111100-29,20220520,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220520,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220520,1,FINAL,WD
76183-1111100-0,20220520,1,FINAL,WD
761837-1111100-7,20220520,1,FINAL Rural 888,WD
761839-1111100-9,20220520,1,FINAL Rural 891,WD
76344-1111100-0,20220520,1,PRODUCTION,WD
7634421-1111100-21,20220520,1,PRODUCTION UCSD,WD
76364-1111100-0,20220520,1,Schedule #119,WD
76360-1111111-0,20220521,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220521,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220521,1,FINAL,SA
76274-0000010-0,20220521,1,FINAL,SA
76281-0000010-0,20220521,1,FINAL,SA
76346-0000010-0,20220521,1,PRODUCTION,SA
76365-0000010-0,20220521,1,Schedule #119,SA
76360-1111111-0,20220522,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220522,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220522,1,FINAL,SU
76282-0000001-0,20220522,1,FINAL,SU
76348-0000001-0,20220522,1,PRODUCTION,SU
76366-0000001-0,20220522,1,Schedule #119,SU
76360-1111111-0,20220523,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220523,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220523,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220523,1,FINAL,WD
76276-1111100-0,20220523,1,FINAL,WD
76279-1111100-0,20220523,1,FINAL,WD
76280-1111100-0,20220523,1,FINAL,WD
7628019-1111100-19,20220523,1,FINAL Southwestern College,WD
7628029-1111100-29,20220523,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220523,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220523,1,FINAL,WD
76183-1111100-0,20220523,1,FINAL,WD
761837-1111100-7,20220523,1,FINAL Rural 888,WD
76344-1111100-0,20220523,1,PRODUCTION,WD
7634421-1111100-21,20220523,1,PRODUCTION UCSD,WD
76364-1111100-0,20220523,1,Schedule #119,WD
76360-1111111-0,20220524,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220524,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220524,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220524,1,FINAL,WD
76276-1111100-0,20220524,1,FINAL,WD
76279-1111100-0,20220524,1,FINAL,WD
76280-1111100-0,20220524,1,FINAL,WD
7628019-1111100-19,20220524,1,FINAL Southwestern College,WD
7628029-1111100-29,20220524,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220524,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220524,1,FINAL,WD
76183-1111100-0,20220524,1,FINAL,WD
76344-1111100-0,20220524,1,PRODUCTION,WD
7634421-1111100-21,20220524,1,PRODUCTION UCSD,WD
76364-1111100-0,20220524,1,Schedule #119,WD
76360-1111111-0,20220525,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220525,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220525,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220525,1,FINAL,WD
76276-1111100-0,20220525,1,FINAL,WD
76279-1111100-0,20220525,1,FINAL,WD
76280-1111100-0,20220525,1,FINAL,WD
7628019-1111100-19,20220525,1,FINAL Southwestern College,WD
7628029-1111100-29,20220525,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220525,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220525,1,FINAL,WD
76183-1111100-0,20220525,1,FINAL,WD
76344-1111100-0,20220525,1,PRODUCTION,WD
7634421-1111100-21,20220525,1,PRODUCTION UCSD,WD
76364-1111100-0,20220525,1,Schedule #119,WD
76360-1111111-0,20220526,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220526,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220526,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220526,1,FINAL,WD
76276-1111100-0,20220526,1,FINAL,WD
76279-1111100-0,20220526,1,FINAL,WD
76280-1111100-0,20220526,1,FINAL,WD
7628019-1111100-19,20220526,1,FINAL Southwestern College,WD
7628029-1111100-29,20220526,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220526,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220526,1,FINAL,WD
76183-1111100-0,20220526,1,FINAL,WD
7618311-1111100-11,20220526,1,FINAL Rural 892,WD
76344-1111100-0,20220526,1,PRODUCTION,WD
7634421-1111100-21,20220526,1,PRODUCTION UCSD,WD
76364-1111100-0,20220526,1,Schedule #119,WD
76360-1111111-0,20220527,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220527,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220527,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220527,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220527,1,FINAL,WD
76276-1111100-0,20220527,1,FINAL,WD
76279-1111100-0,20220527,1,FINAL,WD
76280-1111100-0,20220527,1,FINAL,WD
7628019-1111100-19,20220527,1,FINAL Southwestern College,WD
7628025-0000100-25,20220527,1,FINAL 904 Summer,WD
7628025-1111100-25,20220527,1,FINAL 904 Summer,WD
7628029-1111100-29,20220527,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220527,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220527,1,FINAL,WD
76183-1111100-0,20220527,1,FINAL,WD
761837-1111100-7,20220527,1,FINAL Rural 888,WD
761839-1111100-9,20220527,1,FINAL Rural 891,WD
76344-1111100-0,20220527,1,PRODUCTION,WD
7634421-1111100-21,20220527,1,PRODUCTION UCSD,WD
76364-1111100-0,20220527,1,Schedule #119,WD
76360-1111111-0,20220528,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220528,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220528,1,FINAL,SA
76274-0000010-0,20220528,1,FINAL,SA
76281-0000010-0,20220528,1,FINAL,SA
7628125-0000010-25,20220528,1,FINAL 904 Summer,SA
76346-0000010-0,20220528,1,PRODUCTION,SA
76365-0000010-0,20220528,1,Schedule #119,SA
76360-1111111-0,20220529,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220529,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220529,1,FINAL,SU
76282-0000001-0,20220529,1,FINAL,SU
7628225-0000001-25,20220529,1,FINAL 904 Summer,SU
76348-0000001-0,20220529,1,PRODUCTION,SU
76366-0000001-0,20220529,1,Schedule #119,SU
76360-1111111-0,20220530,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220530,1,Coronado Ferry - M-F with Events,WD
76342-0000001-0,20220530,1,FINAL - MEMORIAL DAY,ERRdow
76343-0000001-0,20220530,1,FINAL - MEMORIAL DAY,ERRdow
7634325-0000001-25,20220530,1,FINAL - MEMORIAL DAY 904 Summer,ERRdow
76349-0000001-0,20220530,1,PRODUCTION - MEMORIAL DAY   (SUN),ERRdow
76366-0000001-0,20220530,1,Schedule #119,SU
76360-1111111-0,20220531,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220531,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220531,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220531,1,FINAL,WD
76276-1111100-0,20220531,1,FINAL,WD
76279-1111100-0,20220531,1,FINAL,WD
76280-1111100-0,20220531,1,FINAL,WD
7628025-1111100-25,20220531,1,FINAL 904 Summer,WD
7628051-1111100-51,20220531,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220531,1,FINAL,WD
76183-1111100-0,20220531,1,FINAL,WD
761837-1111100-7,20220531,1,FINAL Rural 888,WD
76344-1111100-0,20220531,1,PRODUCTION,WD
7634421-1111100-21,20220531,1,PRODUCTION UCSD,WD
76364-1111100-0,20220531,1,Schedule #119,WD
76360-1111111-0,20220601,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220601,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220601,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220601,1,FINAL,WD
76276-1111100-0,20220601,1,FINAL,WD
76279-1111100-0,20220601,1,FINAL,WD
76280-1111100-0,20220601,1,FINAL,WD
7628025-1111100-25,20220601,1,FINAL 904 Summer,WD
7628051-1111100-51,20220601,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220601,1,FINAL,WD
76183-1111100-0,20220601,1,FINAL,WD
76344-1111100-0,20220601,1,PRODUCTION,WD
7634421-1111100-21,20220601,1,PRODUCTION UCSD,WD
76364-1111100-0,20220601,1,Schedule #119,WD
76360-1111111-0,20220602,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220602,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220602,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220602,1,FINAL,WD
76276-1111100-0,20220602,1,FINAL,WD
76279-1111100-0,20220602,1,FINAL,WD
76280-1111100-0,20220602,1,FINAL,WD
7628025-1111100-25,20220602,1,FINAL 904 Summer,WD
7628051-1111100-51,20220602,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220602,1,FINAL,WD
76183-1111100-0,20220602,1,FINAL,WD
7618311-1111100-11,20220602,1,FINAL Rural 892,WD
76344-1111100-0,20220602,1,PRODUCTION,WD
7634421-1111100-21,20220602,1,PRODUCTION UCSD,WD
76364-1111100-0,20220602,1,Schedule #119,WD
76360-1111111-0,20220603,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220603,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220603,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220603,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220603,1,FINAL,WD
76276-1111100-0,20220603,1,FINAL,WD
76279-1111100-0,20220603,1,FINAL,WD
76280-1111100-0,20220603,1,FINAL,WD
7628025-0000100-25,20220603,1,FINAL 904 Summer,WD
7628025-1111100-25,20220603,1,FINAL 904 Summer,WD
7628051-1111100-51,20220603,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220603,1,FINAL,WD
76183-1111100-0,20220603,1,FINAL,WD
761837-1111100-7,20220603,1,FINAL Rural 888,WD
761839-1111100-9,20220603,1,FINAL Rural 891,WD
76344-1111100-0,20220603,1,PRODUCTION,WD
7634421-1111100-21,20220603,1,PRODUCTION UCSD,WD
76364-1111100-0,20220603,1,Schedule #119,WD
76360-1111111-0,20220604,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220604,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220604,1,FINAL,SA
76274-0000010-0,20220604,1,FINAL,SA
76281-0000010-0,20220604,1,FINAL,SA
7628125-0000010-25,20220604,1,FINAL 904 Summer,SA
76346-0000010-0,20220604,1,PRODUCTION,SA
76365-0000010-0,20220604,1,Schedule #119,SA
76360-1111111-0,20220605,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220605,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220605,1,FINAL,SU
76282-0000001-0,20220605,1,FINAL,SU
7628225-0000001-25,20220605,1,FINAL 904 Summer,SU
76348-0000001-0,20220605,1,PRODUCTION,SU
76366-0000001-0,20220605,1,Schedule #119,SU
76360-1111111-0,20220606,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220606,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220606,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220606,1,FINAL,WD
76276-1111100-0,20220606,1,FINAL,WD
76279-1111100-0,20220606,1,FINAL,WD
76280-1111100-0,20220606,1,FINAL,WD
7628025-1111100-25,20220606,1,FINAL 904 Summer,WD
76277-1111100-0,20220606,1,FINAL,WD
76183-1111100-0,20220606,1,FINAL,WD
761837-1111100-7,20220606,1,FINAL Rural 888,WD
76344-1111100-0,20220606,1,PRODUCTION,WD
76364-1111100-0,20220606,1,Schedule #119,WD
76360-1111111-0,20220607,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220607,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220607,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220607,1,FINAL,WD
76276-1111100-0,20220607,1,FINAL,WD
76279-1111100-0,20220607,1,FINAL,WD
76280-1111100-0,20220607,1,FINAL,WD
7628025-1111100-25,20220607,1,FINAL 904 Summer,WD
76277-1111100-0,20220607,1,FINAL,WD
76183-1111100-0,20220607,1,FINAL,WD
76344-1111100-0,20220607,1,PRODUCTION,WD
76364-1111100-0,20220607,1,Schedule #119,WD
76360-1111111-0,20220608,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220608,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220608,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220608,1,FINAL,WD
76276-1111100-0,20220608,1,FINAL,WD
76279-1111100-0,20220608,1,FINAL,WD
76280-1111100-0,20220608,1,FINAL,WD
7628025-1111100-25,20220608,1,FINAL 904 Summer,WD
76277-1111100-0,20220608,1,FINAL,WD
76183-1111100-0,20220608,1,FINAL,WD
76344-1111100-0,20220608,1,PRODUCTION,WD
76364-1111100-0,20220608,1,Schedule #119,WD
76360-1111111-0,20220609,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220609,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220609,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220609,1,FINAL,WD
76276-1111100-0,20220609,1,FINAL,WD
76279-1111100-0,20220609,1,FINAL,WD
76280-1111100-0,20220609,1,FINAL,WD
7628025-1111100-25,20220609,1,FINAL 904 Summer,WD
76277-1111100-0,20220609,1,FINAL,WD
76183-1111100-0,20220609,1,FINAL,WD
7618311-1111100-11,20220609,1,FINAL Rural 892,WD
76344-1111100-0,20220609,1,PRODUCTION,WD
76364-1111100-0,20220609,1,Schedule #119,WD
76360-1111111-0,20220610,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220610,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220610,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220610,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220610,1,FINAL,WD
76276-1111100-0,20220610,1,FINAL,WD
76279-1111100-0,20220610,1,FINAL,WD
76280-1111100-0,20220610,1,FINAL,WD
7628025-0000100-25,20220610,1,FINAL 904 Summer,WD
7628025-1111100-25,20220610,1,FINAL 904 Summer,WD
76277-1111100-0,20220610,1,FINAL,WD
76183-1111100-0,20220610,1,FINAL,WD
761837-1111100-7,20220610,1,FINAL Rural 888,WD
761839-1111100-9,20220610,1,FINAL Rural 891,WD
76344-1111100-0,20220610,1,PRODUCTION,WD
76364-1111100-0,20220610,1,Schedule #119,WD
76360-1111111-0,20220611,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220611,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220611,1,FINAL,SA
76274-0000010-0,20220611,1,FINAL,SA
76281-0000010-0,20220611,1,FINAL,SA
7628125-0000010-25,20220611,1,FINAL 904 Summer,SA
76346-0000010-0,20220611,1,PRODUCTION,SA
76365-0000010-0,20220611,1,Schedule #119,SA
