trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_booking_rule_id,drop_off_booking_rule_id,start_pickup_dropoff_window,end_pickup_dropoff_window,mean_duration_factor,mean_duration_offset,safe_duration_factor,safe_duration_offset,tts_stop_headsign,min_arrival_time,max_departure_time
692,18:31:00,18:31:00,70112,4,,0,0,31846.7514907631,1,,,,,1,1,,,,,,,,,,,
692,18:35:00,18:35:00,70122,5,,0,0,35180.0716568157,1,,,,,1,1,,,,,,,,,,,
692,18:39:00,18:39:00,70132,6,,0,0,37175.2437268332,1,,,,,1,1,,,,,,,,,,,
692,18:43:00,18:43:00,70142,7,,0,0,40667.8618485085,1,,,,,1,1,,,,,,,,,,,
692,18:49:00,18:49:00,70162,8,,0,0,46268.4285606915,1,,,,,1,1,,,,,,,,,,,
692,18:53:00,18:53:00,70172,9,,0,0,48279.8108753802,1,,,,,1,1,,,,,,,,,,,
692,18:56:00,18:56:00,70192,10,,0,0,50828.0807801558,1,,,,,1,1,,,,,,,,,,,
692,19:01:00,19:01:00,70202,11,,0,0,54767.7658911117,1,,,,,1,1,,,,,,,,,,,
692,19:05:00,19:05:00,70212,12,,0,0,57876.1801664752,1,,,,,1,1,,,,,,,,,,,
692,19:10:00,19:10:00,70222,13,,0,0,62188.6975866223,1,,,,,1,1,,,,,,,,,,,
692,19:14:00,19:14:00,70232,14,,0,0,65378.6413600687,1,,,,,1,1,,,,,,,,,,,
692,19:20:00,19:20:00,70242,15,,0,0,71268.3214915539,1,,,,,1,1,,,,,,,,,,,
692,19:28:00,19:28:00,70262,16,,0,0,75429.5471126771,1,,,,,1,1,,,,,,,,,,,
692,19:33:00,19:33:00,70272,17,,0,0,78320.1625479799,1,,,,,1,1,,,,,,,,,,,
698,19:04:00,19:04:00,70012,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
698,19:09:00,19:09:00,70022,2,,0,0,2521.94934933267,1,,,,,1,1,,,,,,,,,,,
698,19:23:00,19:23:00,70062,3,,0,0,21728.6115866673,1,,,,,1,1,,,,,,,,,,,
698,19:31:00,19:31:00,70112,4,,0,0,31846.7514907631,1,,,,,1,1,,,,,,,,,,,
698,19:35:00,19:35:00,70122,5,,0,0,35180.0716568157,1,,,,,1,1,,,,,,,,,,,
698,19:39:00,19:39:00,70132,6,,0,0,37175.2437268332,1,,,,,1,1,,,,,,,,,,,
698,19:43:00,19:43:00,70142,7,,0,0,40667.8618485085,1,,,,,1,1,,,,,,,,,,,
698,19:49:00,19:49:00,70162,8,,0,0,46268.4285606915,1,,,,,1,1,,,,,,,,,,,
698,19:53:00,19:53:00,70172,9,,0,0,48279.8108753802,1,,,,,1,1,,,,,,,,,,,
698,19:56:00,19:56:00,70192,10,,0,0,50828.0807801558,1,,,,,1,1,,,,,,,,,,,
698,20:01:00,20:01:00,70202,11,,0,0,54767.7658911117,1,,,,,1,1,,,,,,,,,,,
698,20:05:00,20:05:00,70212,12,,0,0,57876.1801664752,1,,,,,1,1,,,,,,,,,,,
698,20:10:00,20:10:00,70222,13,,0,0,62188.6975866223,1,,,,,1,1,,,,,,,,,,,
698,20:14:00,20:14:00,70232,14,,0,0,65378.6413600687,1,,,,,1,1,,,,,,,,,,,
698,20:20:00,20:20:00,70242,15,,0,0,71268.3214915539,1,,,,,1,1,,,,,,,,,,,
698,20:28:00,20:28:00,70262,16,,0,0,75429.5471126771,1,,,,,1,1,,,,,,,,,,,
698,20:33:00,20:33:00,70272,17,,0,0,78320.1625479799,1,,,,,1,1,,,,,,,,,,,
654,05:40:00,05:40:00,70012,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
654,05:45:00,05:45:00,70022,2,,0,0,2521.94934933267,1,,,,,1,1,,,,,,,,,,,
654,05:50:00,05:50:00,70032,3,,0,0,7940.93034484254,1,,,,,1,1,,,,,,,,,,,
654,05:57:00,05:57:00,70042,4,,0,0,14613.2736159932,1,,,,,1,1,,,,,,,,,,,
654,06:01:00,06:01:00,70052,5,,0,0,17578.1272005112,1,,,,,1,1,,,,,,,,,,,
654,06:05:00,06:05:00,70062,6,,0,0,21732.9192696271,1,,,,,1,1,,,,,,,,,,,
654,06:10:00,06:10:00,70082,7,,0,0,26053.3479747919,1,,,,,1,1,,,,,,,,,,,
654,06:14:00,06:14:00,70092,8,,0,0,28362.8558884357,1,,,,,1,1,,,,,,,,,,,
654,06:17:00,06:17:00,70102,9,,0,0,30511.8480134904,1,,,,,1,1,,,,,,,,,,,
654,06:20:00,06:20:00,70112,10,,0,0,31878.7256548046,1,,,,,1,1,,,,,,,,,,,
654,06:24:00,06:24:00,70122,11,,0,0,35212.0458208571,1,,,,,1,1,,,,,,,,,,,
654,06:30:00,06:30:00,70142,12,,0,0,40688.9735239641,1,,,,,1,1,,,,,,,,,,,
654,06:37:00,06:37:00,70172,13,,0,0,48299.3805303144,1,,,,,1,1,,,,,,,,,,,
654,06:45:00,06:45:00,70212,14,,0,0,57891.886117692,1,,,,,1,1,,,,,,,,,,,
654,06:50:00,06:50:00,70222,15,,0,0,62208.9707405266,1,,,,,1,1,,,,,,,,,,,
654,07:02:00,07:02:00,70262,16,,0,0,75402.00074997,1,,,,,1,1,,,,,,,,,,,
662,06:55:00,06:55:00,70012,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
662,07:00:00,07:00:00,70022,2,,0,0,2521.94934933267,1,,,,,1,1,,,,,,,,,,,
662,07:14:00,07:14:00,70062,3,,0,0,21728.6115866673,1,,,,,1,1,,,,,,,,,,,
662,07:20:00,07:20:00,70092,4,,0,0,28346.4818839867,1,,,,,1,1,,,,,,,,,,,
662,07:25:00,07:25:00,70112,5,,0,0,31850.7333409382,1,,,,,1,1,,,,,,,,,,,
662,07:30:00,07:30:00,70132,6,,0,0,31850.7333409382,1,,,,,1,1,,,,,,,,,,,
662,07:35:00,07:35:00,70142,7,,0,0,40643.3744307527,1,,,,,1,1,,,,,,,,,,,
662,07:41:00,07:41:00,70162,8,,0,0,46243.9411429357,1,,,,,1,1,,,,,,,,,,,
662,07:45:00,07:45:00,70172,9,,0,0,48255.3234576245,1,,,,,1,1,,,,,,,,,,,
662,07:48:00,07:48:00,70192,10,,0,0,50803.5933624001,1,,,,,1,1,,,,,,,,,,,
662,07:55:00,07:55:00,70212,11,,0,0,57850.0394149044,1,,,,,1,1,,,,,,,,,,,
662,08:00:00,08:00:00,70222,12,,0,0,62163.1687249621,1,,,,,1,1,,,,,,,,,,,
662,08:05:00,08:05:00,70232,13,,0,0,65353.1124984085,1,,,,,1,1,,,,,,,,,,,
662,08:16:00,08:16:00,70262,14,,0,0,75398.6466420599,1,,,,,1,1,,,,,,,,,,,
670,07:55:00,07:55:00,70012,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
670,08:00:00,08:00:00,70022,2,,0,0,2521.94934933267,1,,,,,1,1,,,,,,,,,,,
670,08:14:00,08:14:00,70062,3,,0,0,21728.6115866673,1,,,,,1,1,,,,,,,,,,,
670,08:20:00,08:20:00,70092,4,,0,0,28346.4818839867,1,,,,,1,1,,,,,,,,,,,
670,08:25:00,08:25:00,70112,5,,0,0,31850.7333409382,1,,,,,1,1,,,,,,,,,,,
670,08:30:00,08:30:00,70132,6,,0,0,31850.7333409382,1,,,,,1,1,,,,,,,,,,,
670,08:35:00,08:35:00,70142,7,,0,0,40643.3744307527,1,,,,,1,1,,,,,,,,,,,
670,08:41:00,08:41:00,70162,8,,0,0,46243.9411429357,1,,,,,1,1,,,,,,,,,,,
670,08:45:00,08:45:00,70172,9,,0,0,48255.3234576245,1,,,,,1,1,,,,,,,,,,,
670,08:48:00,08:48:00,70192,10,,0,0,50803.5933624001,1,,,,,1,1,,,,,,,,,,,
670,08:55:00,08:55:00,70212,11,,0,0,57850.0394149044,1,,,,,1,1,,,,,,,,,,,
670,09:00:00,09:00:00,70222,12,,0,0,62163.1687249621,1,,,,,1,1,,,,,,,,,,,
670,09:05:00,09:05:00,70232,13,,0,0,65353.1124984085,1,,,,,1,1,,,,,,,,,,,
670,09:16:00,09:16:00,70262,14,,0,0,75398.6466420599,1,,,,,1,1,,,,,,,,,,,
684,16:55:00,16:55:00,70012,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
684,17:00:00,17:00:00,70022,2,,0,0,2521.94934933267,1,,,,,1,1,,,,,,,,,,,
684,17:14:00,17:14:00,70062,3,,0,0,21728.6115866673,1,,,,,1,1,,,,,,,,,,,
684,17:20:00,17:20:00,70092,4,,0,0,28346.4818839867,1,,,,,1,1,,,,,,,,,,,
684,17:25:00,17:25:00,70112,5,,0,0,31850.7333409382,1,,,,,1,1,,,,,,,,,,,
684,17:30:00,17:30:00,70132,6,,0,0,31850.7333409382,1,,,,,1,1,,,,,,,,,,,
684,17:35:00,17:35:00,70142,7,,0,0,40643.3744307527,1,,,,,1,1,,,,,,,,,,,
684,17:41:00,17:41:00,70162,8,,0,0,46243.9411429357,1,,,,,1,1,,,,,,,,,,,
684,17:45:00,17:45:00,70172,9,,0,0,48255.3234576245,1,,,,,1,1,,,,,,,,,,,
684,17:48:00,17:48:00,70192,10,,0,0,50803.5933624001,1,,,,,1,1,,,,,,,,,,,
684,17:55:00,17:55:00,70212,11,,0,0,57850.0394149044,1,,,,,1,1,,,,,,,,,,,
684,18:00:00,18:00:00,70222,12,,0,0,62163.1687249621,1,,,,,1,1,,,,,,,,,,,
684,18:05:00,18:05:00,70232,13,,0,0,65353.1124984085,1,,,,,1,1,,,,,,,,,,,
684,18:16:00,18:16:00,70262,14,,0,0,75398.6466420599,1,,,,,1,1,,,,,,,,,,,
690,17:55:00,17:55:00,70012,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
690,18:00:00,18:00:00,70022,2,,0,0,2521.94934933267,1,,,,,1,1,,,,,,,,,,,
690,18:14:00,18:14:00,70062,3,,0,0,21728.6115866673,1,,,,,1,1,,,,,,,,,,,
690,18:20:00,18:20:00,70092,4,,0,0,28346.4818839867,1,,,,,1,1,,,,,,,,,,,
690,18:25:00,18:25:00,70112,5,,0,0,31850.7333409382,1,,,,,1,1,,,,,,,,,,,
690,18:30:00,18:30:00,70132,6,,0,0,31850.7333409382,1,,,,,1,1,,,,,,,,,,,
690,18:35:00,18:35:00,70142,7,,0,0,40643.3744307527,1,,,,,1,1,,,,,,,,,,,
690,18:41:00,18:41:00,70162,8,,0,0,46243.9411429357,1,,,,,1,1,,,,,,,,,,,
690,18:45:00,18:45:00,70172,9,,0,0,48255.3234576245,1,,,,,1,1,,,,,,,,,,,
690,18:48:00,18:48:00,70192,10,,0,0,50803.5933624001,1,,,,,1,1,,,,,,,,,,,
690,18:55:00,18:55:00,70212,11,,0,0,57850.0394149044,1,,,,,1,1,,,,,,,,,,,
690,19:00:00,19:00:00,70222,12,,0,0,62163.1687249621,1,,,,,1,1,,,,,,,,,,,
690,19:05:00,19:05:00,70232,13,,0,0,65353.1124984085,1,,,,,1,1,,,,,,,,,,,
690,19:16:00,19:16:00,70262,14,,0,0,75398.6466420599,1,,,,,1,1,,,,,,,,,,,
696,18:55:00,18:55:00,70012,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
696,19:00:00,19:00:00,70022,2,,0,0,2521.94934933267,1,,,,,1,1,,,,,,,,,,,
696,19:14:00,19:14:00,70062,3,,0,0,21728.6115866673,1,,,,,1,1,,,,,,,,,,,
696,19:20:00,19:20:00,70092,4,,0,0,28346.4818839867,1,,,,,1,1,,,,,,,,,,,
696,19:25:00,19:25:00,70112,5,,0,0,31850.7333409382,1,,,,,1,1,,,,,,,,,,,
696,19:30:00,19:30:00,70132,6,,0,0,31850.7333409382,1,,,,,1,1,,,,,,,,,,,
696,19:35:00,19:35:00,70142,7,,0,0,40643.3744307527,1,,,,,1,1,,,,,,,,,,,
696,19:41:00,19:41:00,70162,8,,0,0,46243.9411429357,1,,,,,1,1,,,,,,,,,,,
696,19:45:00,19:45:00,70172,9,,0,0,48255.3234576245,1,,,,,1,1,,,,,,,,,,,
696,19:48:00,19:48:00,70192,10,,0,0,50803.5933624001,1,,,,,1,1,,,,,,,,,,,
696,19:55:00,19:55:00,70212,11,,0,0,57850.0394149044,1,,,,,1,1,,,,,,,,,,,
696,20:00:00,20:00:00,70222,12,,0,0,62163.1687249621,1,,,,,1,1,,,,,,,,,,,
696,20:05:00,20:05:00,70232,13,,0,0,65353.1124984085,1,,,,,1,1,,,,,,,,,,,
696,20:16:00,20:16:00,70262,14,,0,0,75398.6466420599,1,,,,,1,1,,,,,,,,,,,
682,16:39:00,16:39:00,70012,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
682,16:44:00,16:44:00,70022,2,,0,0,2521.94934933267,1,,,,,1,1,,,,,,,,,,,
682,16:49:00,16:49:00,70032,3,,0,0,7940.93034484254,1,,,,,1,1,,,,,,,,,,,
682,16:56:00,16:56:00,70042,4,,0,0,14613.2736159932,1,,,,,1,1,,,,,,,,,,,
682,17:00:00,17:00:00,70052,5,,0,0,17578.1272005112,1,,,,,1,1,,,,,,,,,,,
682,17:04:00,17:04:00,70062,6,,0,0,21732.9192696271,1,,,,,1,1,,,,,,,,,,,
682,17:09:00,17:09:00,70082,7,,0,0,26053.3479747919,1,,,,,1,1,,,,,,,,,,,
682,17:13:00,17:13:00,70092,8,,0,0,28362.8558884357,1,,,,,1,1,,,,,,,,,,,
682,17:16:00,17:16:00,70102,9,,0,0,30511.8480134904,1,,,,,1,1,,,,,,,,,,,
682,17:19:00,17:19:00,70112,10,,0,0,31878.7256548046,1,,,,,1,1,,,,,,,,,,,
682,17:23:00,17:23:00,70122,11,,0,0,35212.0458208571,1,,,,,1,1,,,,,,,,,,,
682,17:29:00,17:29:00,70142,12,,0,0,40688.9735239641,1,,,,,1,1,,,,,,,,,,,
682,17:36:00,17:36:00,70172,13,,0,0,48299.3805303144,1,,,,,1,1,,,,,,,,,,,
682,17:44:00,17:44:00,70212,14,,0,0,57891.886117692,1,,,,,1,1,,,,,,,,,,,
682,17:49:00,17:49:00,70222,15,,0,0,62208.9707405266,1,,,,,1,1,,,,,,,,,,,
682,18:01:00,18:01:00,70262,16,,0,0,75402.0007499211,1,,,,,1,1,,,,,,,,,,,
682,18:07:00,18:07:00,70272,17,,0,0,78289.4777953145,1,,,,,1,1,,,,,,,,,,,
682,18:14:00,18:14:00,70282,18,,0,0,83288.6893756189,1,,,,,1,1,,,,,,,,,,,
682,18:20:00,18:20:00,70292,19,,0,0,88592.8917996366,1,,,,,1,1,,,,,,,,,,,
682,18:33:00,18:33:00,70302,20,,0,0,107643.657164469,1,,,,,1,1,,,,,,,,,,,
682,18:39:00,18:39:00,70312,21,,0,0,113561.206664523,1,,,,,1,1,,,,,,,,,,,
682,18:52:00,18:52:00,70322,22,,0,0,123622.80138649,1,,,,,1,1,,,,,,,,,,,
686,17:04:00,17:04:00,70012,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
686,17:09:00,17:09:00,70022,2,,0,0,2521.94934933267,1,,,,,1,1,,,,,,,,,,,
686,17:23:00,17:23:00,70062,3,,0,0,21728.6115866673,1,,,,,1,1,,,,,,,,,,,
686,17:31:00,17:31:00,70112,4,,0,0,31846.7514907631,1,,,,,1,1,,,,,,,,,,,
686,17:35:00,17:35:00,70122,5,,0,0,35180.0716568157,1,,,,,1,1,,,,,,,,,,,
686,17:39:00,17:39:00,70132,6,,0,0,37175.2437268332,1,,,,,1,1,,,,,,,,,,,
686,17:43:00,17:43:00,70142,7,,0,0,40667.8618485085,1,,,,,1,1,,,,,,,,,,,
686,17:49:00,17:49:00,70162,8,,0,0,46268.4285606915,1,,,,,1,1,,,,,,,,,,,
686,17:53:00,17:53:00,70172,9,,0,0,48279.8108753802,1,,,,,1,1,,,,,,,,,,,
686,17:56:00,17:56:00,70192,10,,0,0,50828.0807801558,1,,,,,1,1,,,,,,,,,,,
686,18:01:00,18:01:00,70202,11,,0,0,54767.7658911117,1,,,,,1,1,,,,,,,,,,,
686,18:05:00,18:05:00,70212,12,,0,0,57876.1801664752,1,,,,,1,1,,,,,,,,,,,
686,18:10:00,18:10:00,70222,13,,0,0,62188.6975866223,1,,,,,1,1,,,,,,,,,,,
686,18:14:00,18:14:00,70231,14,,0,0,62195.5296648959,1,,,,,1,1,,,,,,,,,,,
686,18:20:00,18:20:00,70242,15,,0,0,65367.4428295924,1,,,,,1,1,,,,,,,,,,,
686,18:28:00,18:28:00,70262,16,,0,0,75259.8058029543,1,,,,,1,1,,,,,,,,,,,
686,18:34:00,18:34:00,70272,17,,0,0,78150.4212382999,1,,,,,1,1,,,,,,,,,,,
686,18:41:00,18:41:00,70282,18,,0,0,83149.6328186043,1,,,,,1,1,,,,,,,,,,,
686,18:47:00,18:47:00,70292,19,,0,0,88453.8352426221,1,,,,,1,1,,,,,,,,,,,
686,19:00:00,19:00:00,70302,20,,0,0,107504.600607455,1,,,,,1,1,,,,,,,,,,,
686,19:06:00,19:06:00,70312,21,,0,0,113422.150107509,1,,,,,1,1,,,,,,,,,,,
686,19:19:00,19:19:00,70322,22,,0,0,123483.74482937,1,,,,,1,1,,,,,,,,,,,
101,04:22:00,04:22:00,70271,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
101,04:28:00,04:28:00,70261,2,,0,0,2898.26431637197,1,,,,,1,1,,,,,,,,,,,
101,04:34:00,04:34:00,70241,3,,0,0,7055.196573615,1,,,,,1,1,,,,,,,,,,,
101,04:40:00,04:40:00,70231,4,,0,0,12942.9037995525,1,,,,,1,1,,,,,,,,,,,
101,04:44:00,04:44:00,70221,5,,0,0,16130.7439787489,1,,,,,1,1,,,,,,,,,,,
101,04:49:00,04:49:00,70211,6,,0,0,20441.5574996149,1,,,,,1,1,,,,,,,,,,,
101,04:53:00,04:53:00,70201,7,,0,0,23549.0482704972,1,,,,,1,1,,,,,,,,,,,
101,04:57:00,04:57:00,70191,8,,0,0,27489.6035877303,1,,,,,1,1,,,,,,,,,,,
101,05:01:00,05:01:00,70171,9,,0,0,30037.5499071783,1,,,,,1,1,,,,,,,,,,,
101,05:04:00,05:04:00,70161,10,,0,0,32053.0413461094,1,,,,,1,1,,,,,,,,,,,
101,05:10:00,05:10:00,70141,11,,0,0,37656.5615596196,1,,,,,1,1,,,,,,,,,,,
101,05:15:00,05:15:00,70131,12,,0,0,41151.0961900242,1,,,,,1,1,,,,,,,,,,,
101,05:18:00,05:18:00,70121,13,,0,0,43136.6165744226,1,,,,,1,1,,,,,,,,,,,
101,05:22:00,05:22:00,70111,14,,0,0,46473.2475824428,1,,,,,1,1,,,,,,,,,,,
101,05:25:00,05:25:00,70101,15,,0,0,47820.7569977154,1,,,,,1,1,,,,,,,,,,,
101,05:28:00,05:28:00,70091,16,,0,0,49958.4860954787,1,,,,,1,1,,,,,,,,,,,
101,05:32:00,05:32:00,70081,17,,0,0,52282.9029496548,1,,,,,1,1,,,,,,,,,,,
101,05:37:00,05:37:00,70061,18,,0,0,56605.6911251373,1,,,,,1,1,,,,,,,,,,,
101,05:41:00,05:41:00,70051,19,,0,0,60758.1579199088,1,,,,,1,1,,,,,,,,,,,
101,05:45:00,05:45:00,70041,20,,0,0,63727.0595235361,1,,,,,1,1,,,,,,,,,,,
101,05:52:00,05:52:00,70031,21,,0,0,70402.2438925509,1,,,,,1,1,,,,,,,,,,,
101,05:57:00,05:57:00,70021,22,,0,0,75820.7075686596,1,,,,,1,1,,,,,,,,,,,
101,06:03:00,06:03:00,70011,23,,0,0,78343.85336872,1,,,,,1,1,,,,,,,,,,,
103,05:15:00,05:15:00,70261,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
103,05:21:00,05:21:00,70241,2,,0,0,4150.37131800785,1,,,,,1,1,,,,,,,,,,,
103,05:27:00,05:27:00,70231,3,,0,0,10038.0785439453,1,,,,,1,1,,,,,,,,,,,
103,05:31:00,05:31:00,70221,4,,0,0,13225.9187231417,1,,,,,1,1,,,,,,,,,,,
103,05:36:00,05:36:00,70211,5,,0,0,17536.7322440077,1,,,,,1,1,,,,,,,,,,,
103,05:40:00,05:40:00,70201,6,,0,0,20644.22301489,1,,,,,1,1,,,,,,,,,,,
103,05:44:00,05:44:00,70191,7,,0,0,24584.7783321232,1,,,,,1,1,,,,,,,,,,,
103,05:48:00,05:48:00,70171,8,,0,0,27132.7246515711,1,,,,,1,1,,,,,,,,,,,
103,05:52:00,05:52:00,70161,9,,0,0,29148.2160905022,1,,,,,1,1,,,,,,,,,,,
103,05:57:00,05:57:00,70141,10,,0,0,34751.7363040124,1,,,,,1,1,,,,,,,,,,,
103,06:02:00,06:02:00,70131,11,,0,0,38246.270934417,1,,,,,1,1,,,,,,,,,,,
103,06:06:00,06:06:00,70121,12,,0,0,40231.7913188154,1,,,,,1,1,,,,,,,,,,,
103,06:10:00,06:10:00,70111,13,,0,0,43568.4223268357,1,,,,,1,1,,,,,,,,,,,
103,06:13:00,06:13:00,70101,14,,0,0,44915.9317421082,1,,,,,1,1,,,,,,,,,,,
103,06:16:00,06:16:00,70091,15,,0,0,47053.6608398715,1,,,,,1,1,,,,,,,,,,,
103,06:20:00,06:20:00,70081,16,,0,0,49378.0776940477,1,,,,,1,1,,,,,,,,,,,
103,06:25:00,06:25:00,70061,17,,0,0,53700.8658695301,1,,,,,1,1,,,,,,,,,,,
103,06:30:00,06:30:00,70051,18,,0,0,57853.3326643016,1,,,,,1,1,,,,,,,,,,,
103,06:34:00,06:34:00,70041,19,,0,0,60822.234267929,1,,,,,1,1,,,,,,,,,,,
103,06:40:00,06:40:00,70031,20,,0,0,67497.4186369437,1,,,,,1,1,,,,,,,,,,,
103,06:46:00,06:46:00,70021,21,,0,0,72915.8823130524,1,,,,,1,1,,,,,,,,,,,
103,06:52:00,06:52:00,70011,22,,0,0,75439.0281131,1,,,,,1,1,,,,,,,,,,,
109,07:48:00,07:48:00,70271,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
109,07:54:00,07:54:00,70261,2,,0,0,2898.26431637197,1,,,,,1,1,,,,,,,,,,,
109,08:00:00,08:00:00,70241,3,,0,0,7055.196573615,1,,,,,1,1,,,,,,,,,,,
109,08:09:00,08:09:00,70231,4,,0,0,12942.9037995525,1,,,,,1,1,,,,,,,,,,,
109,08:14:00,08:14:00,70221,5,,0,0,16130.7439787489,1,,,,,1,1,,,,,,,,,,,
109,08:19:00,08:19:00,70211,6,,0,0,20441.5574996149,1,,,,,1,1,,,,,,,,,,,
109,08:22:00,08:22:00,70201,7,,0,0,23549.0482704972,1,,,,,1,1,,,,,,,,,,,
109,08:27:00,08:27:00,70191,8,,0,0,27489.6035877303,1,,,,,1,1,,,,,,,,,,,
109,08:31:00,08:31:00,70171,9,,0,0,30037.5499071783,1,,,,,1,1,,,,,,,,,,,
109,08:34:00,08:34:00,70161,10,,0,0,32053.0413461094,1,,,,,1,1,,,,,,,,,,,
109,08:40:00,08:40:00,70141,11,,0,0,37656.5615596196,1,,,,,1,1,,,,,,,,,,,
109,08:44:00,08:44:00,70131,12,,0,0,41151.0961900242,1,,,,,1,1,,,,,,,,,,,
109,08:48:00,08:48:00,70121,13,,0,0,43136.6165744226,1,,,,,1,1,,,,,,,,,,,
109,08:52:00,08:52:00,70111,14,,0,0,46473.2475824428,1,,,,,1,1,,,,,,,,,,,
109,08:55:00,08:55:00,70101,15,,0,0,47820.7569977154,1,,,,,1,1,,,,,,,,,,,
109,08:58:00,08:58:00,70091,16,,0,0,49958.4860954787,1,,,,,1,1,,,,,,,,,,,
109,09:02:00,09:02:00,70081,17,,0,0,52282.9029496548,1,,,,,1,1,,,,,,,,,,,
109,09:06:00,09:06:00,70061,18,,0,0,56605.6911251373,1,,,,,1,1,,,,,,,,,,,
109,09:11:00,09:11:00,70051,19,,0,0,60758.1579199088,1,,,,,1,1,,,,,,,,,,,
109,09:15:00,09:15:00,70041,20,,0,0,63727.0595235361,1,,,,,1,1,,,,,,,,,,,
109,09:21:00,09:21:00,70031,21,,0,0,70402.2438925509,1,,,,,1,1,,,,,,,,,,,
109,09:26:00,09:26:00,70021,22,,0,0,75820.7075686596,1,,,,,1,1,,,,,,,,,,,
109,09:33:00,09:33:00,70011,23,,0,0,78343.85336872,1,,,,,1,1,,,,,,,,,,,
111,08:50:00,08:50:00,70271,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
111,08:56:00,08:56:00,70261,2,,0,0,2898.26431637197,1,,,,,1,1,,,,,,,,,,,
111,09:02:00,09:02:00,70241,3,,0,0,7055.196573615,1,,,,,1,1,,,,,,,,,,,
111,09:08:00,09:08:00,70231,4,,0,0,12942.9037995525,1,,,,,1,1,,,,,,,,,,,
111,09:12:00,09:12:00,70221,5,,0,0,16130.7439787489,1,,,,,1,1,,,,,,,,,,,
111,09:17:00,09:17:00,70211,6,,0,0,20441.5574996149,1,,,,,1,1,,,,,,,,,,,
111,09:21:00,09:21:00,70201,7,,0,0,23549.0482704972,1,,,,,1,1,,,,,,,,,,,
111,09:25:00,09:25:00,70191,8,,0,0,27489.6035877303,1,,,,,1,1,,,,,,,,,,,
111,09:29:00,09:29:00,70171,9,,0,0,30037.5499071783,1,,,,,1,1,,,,,,,,,,,
111,09:33:00,09:33:00,70161,10,,0,0,32053.0413461094,1,,,,,1,1,,,,,,,,,,,
111,09:38:00,09:38:00,70141,11,,0,0,37656.5615596196,1,,,,,1,1,,,,,,,,,,,
111,09:43:00,09:43:00,70131,12,,0,0,41151.0961900242,1,,,,,1,1,,,,,,,,,,,
111,09:46:00,09:46:00,70121,13,,0,0,43136.6165744226,1,,,,,1,1,,,,,,,,,,,
111,09:50:00,09:50:00,70111,14,,0,0,46473.2475824428,1,,,,,1,1,,,,,,,,,,,
111,09:53:00,09:53:00,70101,15,,0,0,47820.7569977154,1,,,,,1,1,,,,,,,,,,,
111,09:57:00,09:57:00,70091,16,,0,0,49958.4860954787,1,,,,,1,1,,,,,,,,,,,
111,10:01:00,10:01:00,70081,17,,0,0,52282.9029496548,1,,,,,1,1,,,,,,,,,,,
111,10:06:00,10:06:00,70061,18,,0,0,56605.6911251373,1,,,,,1,1,,,,,,,,,,,
111,10:10:00,10:10:00,70051,19,,0,0,60758.1579199088,1,,,,,1,1,,,,,,,,,,,
111,10:14:00,10:14:00,70041,20,,0,0,63727.0595235361,1,,,,,1,1,,,,,,,,,,,
111,10:20:00,10:20:00,70031,21,,0,0,70402.2438925509,1,,,,,1,1,,,,,,,,,,,
111,10:26:00,10:26:00,70021,22,,0,0,75820.7075686596,1,,,,,1,1,,,,,,,,,,,
111,10:32:00,10:32:00,70011,23,,0,0,78343.85336872,1,,,,,1,1,,,,,,,,,,,
125,15:48:00,15:48:00,70271,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
125,15:54:00,15:54:00,70261,2,,0,0,2898.26431637197,1,,,,,1,1,,,,,,,,,,,
125,16:00:00,16:00:00,70241,3,,0,0,7055.196573615,1,,,,,1,1,,,,,,,,,,,
125,16:09:00,16:09:00,70231,4,,0,0,12942.9037995525,1,,,,,1,1,,,,,,,,,,,
125,16:14:00,16:14:00,70221,5,,0,0,16130.7439787489,1,,,,,1,1,,,,,,,,,,,
125,16:19:00,16:19:00,70211,6,,0,0,20441.5574996149,1,,,,,1,1,,,,,,,,,,,
125,16:22:00,16:22:00,70201,7,,0,0,23549.0482704972,1,,,,,1,1,,,,,,,,,,,
125,16:27:00,16:27:00,70191,8,,0,0,27489.6035877303,1,,,,,1,1,,,,,,,,,,,
125,16:31:00,16:31:00,70171,9,,0,0,30037.5499071783,1,,,,,1,1,,,,,,,,,,,
